,Unnamed: 0,album,artist,genre,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,mood,track_id,index,energy_level,positivity_level
371,21,Till It Hurts,Yellow Claw,EDM,Till It Hurts,0.000654,0.55,188680,0.893,0.00024700000000000004,8,0.158,-4.048,1,0.0314,144.982,4,0.278,,6hJSH3jS9jG6khVclppBJw,,,
372,22,Shotgun,Yellow Claw,EDM,Shotgun,0.0129,0.664,193893,0.907,0.17600000000000002,4,0.26,-3.213,0,0.0328,144.95600000000002,4,0.226,,2LGfcxG9LcDOxnltIPE1Zq,,,
373,23,Smoke Filled Room,Mako,EDM,Smoke Filled Room,0.024,0.574,195503,0.731,0.0,11,0.0779,-4.582,1,0.0664,127.925,4,0.402,,4f13AaRyukUTWleyKXaRDh,,,
374,24,Skrillex and Diplo present Jack Ü,Jack Ü,EDM,Take Ü There (feat. Kiesza),0.0523,0.542,210000,0.879,0.0,6,0.171,-1.4269999999999998,0,0.0921,159.888,4,0.11800000000000001,,2RpKh7kXSdO8NLrW9VQ46p,,,
375,25,This Mixtape is Fire.,Dillon Francis,EDM,Coming Over (feat. James Hersey),0.22699999999999998,0.631,178333,0.6609999999999999,1.43e-06,5,0.166,-5.5,0,0.0999,174.03099999999998,4,0.698,,6m3ZWIXhjoV76syT1j2oE9,,,
376,26,Candyman,Zedd,EDM,Candyman,0.0232,0.573,178920,0.875,0.0,2,0.35600000000000004,-4.0569999999999995,0,0.0523,149.974,4,0.235,Sensual,0NWQTyapmz4GuDTSN9xTB7,Sensual,0.0,0.0
377,27,Metamorphic III,Tritonal,EDM,Anchor,0.007679999999999999,0.536,216923,0.8320000000000001,0.0,8,0.054000000000000006,-3.762,1,0.040999999999999995,130.069,4,0.175,,69mlHIPayAZVzC32RaVty5,,,
378,28,The Enhanced Collection 2013 - Part 4,Tritonal,EDM,Now Or Never - Radio Edit,0.10800000000000001,0.527,251250,0.809,0.00983,6,0.10400000000000001,-4.037,0,0.0418,127.925,4,0.309,,5cr2MqXUs0TGaDByQnKVnX,,,
379,29,Running Out,Matoma,EDM,Running Out,0.0856,0.601,211200,0.682,0.0038399999999999997,10,0.132,-5.905,1,0.0338,94.999,4,0.17,Yearning,2H8LPaY3NSjmOFMH2Rygnz,Yearning,0.0,-1.0
380,30,Catch Me (feat. Naaz),Flux Pavilion,EDM,Catch Me (feat. Naaz),0.0362,0.56,162383,0.9159999999999999,0.0009630000000000001,7,0.102,-3.3280000000000003,0,0.0661,144.933,4,0.585,,2aLIBIlebwNpljSxFczUcL,,,
381,31,Stay,Kygo,EDM,Stay,0.0444,0.648,239465,0.736,0.00013700000000000002,8,0.171,-7.9479999999999995,1,0.0385,103.027,4,0.37799999999999995,Yearning,7gBj0VgcuAgkXkiRRYvSmK,Yearning,0.0,-1.0
382,32,Inside Out,The Chainsmokers,EDM,Inside Out,0.0030800000000000003,0.545,233773,0.65,7.98e-06,7,0.122,-5.853,0,0.0315,143.937,4,0.121,Romantic,7sG2bWi2eDtvX9vX8yC1Gn,Romantic,-1.0,1.0
383,33,I Wanna Know,Alesso,EDM,I Wanna Know,0.0755,0.6509999999999999,240413,0.823,0.0,2,0.0939,-3.6319999999999997,1,0.0325,115.946,4,0.505,Yearning,2kYqdSlrtovVMMIn6ykzba,Yearning,0.0,-1.0
384,34,Blackout,Tritonal,EDM,Blackout,0.233,0.529,211690,0.7390000000000001,0.0008150000000000001,7,0.11199999999999999,-2.62,0,0.0301,141.889,4,0.183,Excited,2qJLp4SATqV1OP5IDN7SMl,Excited,2.0,2.0
385,35,Automatic,Kaskade,EDM,Us,0.00896,0.643,195333,0.87,3.66e-05,11,0.0584,-5.035,1,0.0567,124.961,4,0.193,Aggressive,6RXdg3NwyLU5pHUwkZq6VA,Aggressive,2.0,-2.0
386,36,Automatic,Kaskade,EDM,Disarm You (feat. Ilsey),0.0434,0.446,221133,0.7929999999999999,4.14e-05,5,0.159,-3.912,0,0.0556,127.79899999999999,4,0.313,Urgent,3xQjivjUZ4KnUslduTEYKC,Urgent,1.0,-1.0
387,37,SummerThing!,Afrojack,EDM,SummerThing!,0.0566,0.7070000000000001,235344,0.77,0.0,0,0.294,-5.45,1,0.0749,130.053,4,0.762,Cool,1KcnJTiXJXAqW5bB7zpkBC,Cool,-1.0,-1.0
388,38,Native,OneRepublic,EDM,If I Lose Myself - Alesso vs OneRepublic,0.212,0.517,214813,0.7909999999999999,1.9399999999999997e-05,2,0.126,-4.829,1,0.0411,126.016,4,0.128,Excited,1hZk9dktp4yRFTm0TrycuH,Excited,2.0,2.0
389,39,"Money Sucks, Friends Rule",Dillon Francis,EDM,Get Low,0.0282,0.674,212773,0.932,0.71,11,0.684,-4.4239999999999995,0,0.0859,101.03299999999999,4,0.728,Aggressive,3oZoXyU0SkDldgS7AcN4y4,Aggressive,2.0,-2.0
390,40,"Devil (feat. Busta Rhymes, B.o.B & Neon Hitch)",Cash Cash,EDM,"Devil (feat. Busta Rhymes, B.o.B & Neon Hitch)",0.055,0.613,210307,0.765,0.0,9,0.205,-2.9739999999999998,0,0.0568,144.893,4,0.335,Excited,4bciEWCPPeR2UiVloDyUc5,Excited,2.0,2.0
391,41,You Know You Like It,DJ Snake,EDM,You Know You Like It,0.0113,0.426,247267,0.722,1.27e-06,5,0.262,-5.369,0,0.196,196.13299999999998,4,0.25,Sensual,57kR5SniQIbsbVoIjjOUDa,Sensual,0.0,0.0
392,42,Prologue (Remixes),Life of Dillon,EDM,Overload - The Chainsmokers Remix,0.00406,0.72,197016,0.5870000000000001,0.000178,8,0.109,-6.457999999999999,1,0.0318,130.018,4,0.313,Brooding,18KDpXD6e2UGRA5ORND1CU,Brooding,1.0,-2.0
393,43,Dollhouse (The Remixes),Melanie Martinez,EDM,Dollhouse - Jai Wolf Remix,0.375,0.6509999999999999,248527,0.45299999999999996,2.34e-06,0,0.34700000000000003,-9.595,0,0.0271,140.003,4,0.39,Energizing,3uRZdsfjv6aWD7OV6VQPz6,Energizing,2.0,0.0
394,44,Lean On,Major Lazer,EDM,Lean On,0.00339,0.713,176561,0.79,0.000868,7,0.485,-4.602,0,0.0574,98.01100000000001,4,0.308,Cool,4KcVVhAaHxqtX2ANt4b3tc,Cool,-1.0,-1.0
395,45,Forever,Alesso,EDM,Sweet Escape,0.0876,0.5710000000000001,232533,0.846,0.0,2,0.195,-3.8,1,0.0416,126.04799999999999,4,0.512,Excited,6vPJvkEuWZPcv58NnQ3dBR,Excited,2.0,2.0
396,46,What If I Go?,Mura Masa,EDM,What If I Go?,0.375,0.48700000000000004,200550,0.623,0.0,7,0.308,-7.388,1,0.46399999999999997,200.155,4,0.894,Cool,3LjEaWzh33DiR8MtrVbJnI,Cool,-1.0,-1.0
397,47,Someday Somewhere,Mura Masa,EDM,Firefly,0.415,0.7929999999999999,228000,0.449,2.02e-06,10,0.0642,-9.243,1,0.136,109.98200000000001,4,0.46,Sensual,79nopNMm3rJSUfQfMkG0Ur,Sensual,0.0,0.0
398,48,Is It Love,3LAU,EDM,Is It Love,0.0671,0.643,228960,0.742,0.00379,9,0.161,-7.2,1,0.0412,125.001,4,0.294,,2ig0x2zNvcOugS1Z0YCnHb,,,
399,49,Roses,The Chainsmokers,EDM,Roses,0.0435,0.713,226739,0.802,0.0037700000000000003,4,0.309,-7.055,1,0.0561,100.001,4,0.34299999999999997,Sensual,3vv9phIu6Y1vX3jcqaGz5Z,Sensual,0.0,0.0
400,50,Our Story (Radio Edit),Mako,EDM,Our Story - Radio Edit,0.172,0.513,208125,0.6890000000000001,0.0,8,0.248,-3.548,1,0.0359,128.097,4,0.41,Excited,4nP6jRqPZjFGDfBZpwxwh2,Excited,2.0,2.0
401,51,All Time Low,Jon Bellion,EDM,All Time Low,0.402,0.66,221333,0.37799999999999995,0.0,0,0.0838,-9.728,1,0.27,90.056,4,0.516,Sensual,5wQRNkb7OhzJoT1P0OZ4Rw,Sensual,0.0,0.0
402,52,Into The Sunset,Mako,EDM,Into The Sunset,0.47600000000000003,0.435,207581,0.726,0.0,10,0.266,-6.153,1,0.13699999999999998,123.93799999999999,4,0.609,Yearning,02E0dSRldGrrrJyTY7O4uA,Yearning,0.0,-1.0
403,53,Is It Love (Remixed),3LAU,EDM,Is It Love - Arty Remix,0.0037,0.45399999999999996,202510,0.846,0.0,1,0.105,-4.577,0,0.0764,128.064,4,0.21600000000000003,,1qJhb6zftFI5PT39nL84vw,,,
404,54,Tesla,Flux Pavilion,EDM,Emotional,0.0027199999999999998,0.493,235276,0.865,0.276,11,0.107,-4.672,0,0.0609,150.003,4,0.43,Sensual,4yNoaxUJjnP50AXYoAZx4S,Sensual,0.0,0.0
405,55,Blow The Roof,Flux Pavilion,EDM,Do Or Die (feat. Childish Gambino),0.000242,0.624,245091,0.83,1.4000000000000001e-05,11,0.306,-5.018,0,0.121,145.14600000000002,4,0.43200000000000005,,2BTPW7osibjN9gFDRY4mYN,,,
406,56,I Can't Stop,Flux Pavilion,EDM,I Can't Stop,0.00108,0.524,305786,0.601,0.601,0,0.39799999999999996,-13.399000000000001,0,0.0335,139.972,4,0.314,Urgent,5WSL7UTa38jMWoBzObD4BD,Urgent,1.0,-1.0
407,57,How To Love (feat. Sofia Reyes),Cash Cash,EDM,How To Love (feat. Sofia Reyes),0.14800000000000002,0.6729999999999999,219240,0.894,3.4e-06,0,0.141,-2.73,1,0.0594,118.89399999999999,4,0.63,Brooding,2VYiQ9ijG3NER2aevaxzDi,Brooding,1.0,-2.0
408,59,This Is Love,Tritonal,EDM,This Is Love,0.0837,0.466,218906,0.7859999999999999,2.8999999999999998e-06,4,0.563,-3.387,0,0.057999999999999996,127.838,4,0.35700000000000004,Aggressive,1ToVEMXEqUKg8dTURvVZy8,Aggressive,2.0,-2.0
409,60,This Is What You Came For (Remixes),Calvin Harris,EDM,This Is What You Came For - Dillon Francis Remix,0.0137,0.6809999999999999,223000,0.915,0.000602,9,0.127,-2.862,0,0.0476,139.97799999999998,4,0.474,Sensual,1GJLqaSf3YAHzHlnrFjeCS,Sensual,0.0,0.0
410,61,Pharmacy,Galantis,EDM,In My Head,0.006220000000000001,0.5479999999999999,221066,0.895,0.0184,0,0.10800000000000001,-2.7939999999999996,1,0.0392,127.829,4,0.616,Excited,1PBk2knn4anq0vaS5KGDG2,Excited,2.0,2.0
411,62,Pharmacy,Galantis,EDM,You,0.00837,0.184,221286,0.871,0.16699999999999998,8,0.15,-3.245,0,0.0661,127.97200000000001,4,0.21,Yearning,7gUg4GdOA6Y6yRDe36GIjK,Yearning,0.0,-1.0
412,63,All I Wanna Do,Martin Jensen,EDM,All I Wanna Do,0.14800000000000002,0.728,194360,0.794,0.0,1,0.0688,-3.992,1,0.0635,112.071,4,0.523,Yearning,0BiGd2FNDQ0eh79ZHfp6tS,Yearning,0.0,-1.0
413,64,Alone,Marshmello,EDM,Alone,0.0244,0.636,273803,0.953,0.0164,2,0.10800000000000001,-3.74,1,0.0353,142.011,4,0.397,,12mGwph2YzDIlChtq3EdXP,,,
414,65,Kitsuné: Weekend,Mocki,EDM,Weekend - Jai Wolf Remix,0.27899999999999997,0.75,249161,0.664,4.01e-05,0,0.11,-7.771,1,0.0458,140.055,4,0.595,Cool,56uve6ghEMpAuEF5QTlTs2,Cool,-1.0,-1.0
415,66,EP1,Duke Dumont,EDM,I Got U,0.0036899999999999997,0.647,285596,0.762,0.006409999999999999,0,0.0884,-7.765,1,0.0363,120.83200000000001,4,0.451,Brooding,69gQgkobVW8bWjoCjBYQUd,Brooding,1.0,-2.0
416,67,You (The Remixes),Lost Kings,EDM,You - Evan Berg Remix Edit,0.0298,0.5760000000000001,220167,0.7909999999999999,0.000124,9,0.0786,-3.3760000000000003,1,0.0461,90.05,4,0.28600000000000003,Excited,4wxalzIz8Xl8gIYgQfxs4y,Excited,2.0,2.0
417,68,The Wave (feat. Madcon),Matoma,EDM,The Wave (feat. Madcon),0.0171,0.684,178000,0.602,0.0,10,0.113,-7.685,1,0.11900000000000001,99.946,4,0.209,Energizing,2aE5Nih0DGEVWhA9BVsiua,Energizing,2.0,0.0
418,69,How You Love Me,3LAU,EDM,How You Love Me,0.182,0.513,210469,0.8029999999999999,0.0,1,0.34,-3.635,1,0.0817,127.927,4,0.292,Energizing,1nas007nDbzLwDGwvMdz79,Energizing,2.0,0.0
419,70,Feels (Jai Wolf Remix),Kiiara,EDM,Feels - Jai Wolf Remix,0.46299999999999997,0.556,270222,0.762,0.0,1,0.0957,-1.9609999999999999,0,0.0299,135.013,4,0.225,Sensual,57rOXabUKgkrwHPSqzo4s5,Sensual,0.0,0.0
420,71,"Money Sucks, Friends Rule",Dillon Francis,EDM,When We Were Young,0.0009480000000000001,0.588,199640,0.8420000000000001,1.51e-06,1,0.313,-4.303999999999999,1,0.0451,128.032,4,0.46,Excited,1M9VOufdrCQS1SrsfbjznO,Excited,2.0,2.0
421,73,Cold Water,Major Lazer,EDM,Cold Water,0.055,0.602,185360,0.797,0.0,6,0.187,-5.084,0,0.0534,92.928,4,0.49200000000000005,Cool,7zsXy7vlHdItvUSH8EwQss,Cool,-1.0,-1.0
422,74,Peace Is The Mission (Extended),Major Lazer,EDM,Light It Up (feat. Nyla & Fuse ODG) [Remix],0.0375,0.747,166138,0.877,0.000833,9,0.233,-3.782,0,0.0664,107.991,4,0.752,Energizing,40MkEbKzuSW9ET6HBngqnK,Energizing,2.0,0.0
423,75,Peace Is The Mission,Major Lazer,EDM,Lean On (feat. MØ & DJ Snake),0.00346,0.723,176561,0.809,0.00123,7,0.565,-3.0810000000000004,0,0.0625,98.007,4,0.27399999999999997,Excited,4vS8VaBwJJV5Ry7UFIQuoo,Excited,2.0,2.0
424,76,Encore,DJ Snake,EDM,Let Me Love You,0.0771,0.652,205947,0.713,1.0199999999999999e-05,8,0.14400000000000002,-5.311,1,0.0368,100.023,4,0.152,Fiery,0lYBSQXN6rCTvUZvg9S0lU,Fiery,1.0,0.0
425,77,Encore,DJ Snake,EDM,The Half,0.0113,0.705,217373,0.705,0.0,11,0.643,-3.3930000000000002,1,0.12,170.03099999999998,4,0.445,Cool,69bDRy5MeWQl1lNeEJQIBE,Cool,-1.0,-1.0
426,78,Powerful (Remixes),Major Lazer,EDM,Powerful,0.133,0.402,206920,0.794,0.0,11,0.133,-3.9819999999999998,0,0.125,195.058,3,0.7020000000000001,Energizing,37jalmkAdkohJQj98FGU7r,Energizing,2.0,0.0
427,79,Peace Is The Mission (Extended),Major Lazer,EDM,"Boom (feat. MOTi, Ty Dolla $ign, Wizkid, & Kranium)",0.00283,0.7040000000000001,186448,0.784,0.0,7,0.419,-4.463,0,0.142,100.083,4,0.6559999999999999,Energizing,56pOVpGoStk1PQpLGIyKmP,Energizing,2.0,0.0
428,80,Peace Is The Mission,Major Lazer,EDM,"Night Riders (feat. Travis Scott, 2 Chainz, Pusha T & Mad Cobra)",0.0761,0.63,233333,0.888,1.94e-06,11,0.26,-2.388,0,0.0995,141.019,4,0.561,Excited,2SKwCzTG3flzBqYQhGWj8J,Excited,2.0,2.0
429,81,Don't Let Me Down (Remixes),The Chainsmokers,EDM,Don't Let Me Down - Illenium Remix,0.0751,0.428,218933,0.6559999999999999,0.18100000000000002,11,0.15,-3.7119999999999997,1,0.075,79.648,4,0.355,Empowering,1yNbAK2NOZkJO0M1E7KpL6,Empowering,0.0,1.0
430,82,Complementary Colors,Halsey,EDM,Colors - Audien Remix,0.0622,0.631,270222,0.8859999999999999,5.5100000000000004e-05,1,0.098,-2.016,1,0.11699999999999999,135.032,4,0.672,Sensual,3WtCu35qpzGCLIGa8pczdu,Sensual,0.0,0.0
431,83,Whole Lotta Lovin',Mustard,EDM,Whole Lotta Lovin',0.154,0.43799999999999994,299160,0.39899999999999997,8.45e-06,4,0.0646,-8.752,0,0.0623,160.159,5,0.405,Easygoing,01gNiOqg8u7vT90uVgOVmz,Easygoing,-1.0,2.0
432,84,Insomnia,Audien,EDM,Insomnia,0.131,0.621,214230,0.843,0.0,6,0.14300000000000002,-1.55,1,0.0925,127.991,4,0.528,Sensual,2f4aFQQtbJ5EciN4pCC63S,Sensual,0.0,0.0
433,85,Forever,Alesso,EDM,Cool,0.0339,0.525,221399,0.857,0.0,6,0.44299999999999995,-2.4130000000000003,0,0.0324,128.016,4,0.515,Yearning,7vhOZ7D4z03Y0tYkxFAG15,Yearning,0.0,-1.0
434,86,Don't Look Down,Martin Garrix,EDM,Don't Look Down,0.00406,0.575,223140,0.831,0.000449,0,0.111,-5.972,1,0.0356,127.991,4,0.377,Excited,5M9jOReAKGZ2AttVefFjTY,Excited,2.0,2.0
435,87,Major Key,DJ Khaled,EDM,Do You Mind,0.0173,0.41200000000000003,325615,0.5479999999999999,0.0,10,0.18100000000000002,-6.981,1,0.243,81.293,4,0.17600000000000002,Sensual,4VJ7mnW4wjjIgPBM6KWvPu,Sensual,0.0,0.0
436,88,Skrillex and Diplo present Jack Ü,Jack Ü,EDM,Where Are Ü Now (with Justin Bieber),0.040999999999999995,0.43200000000000005,250286,0.7809999999999999,4.21e-06,4,0.0789,-4.038,0,0.0567,139.43200000000002,4,0.19699999999999998,Upbeat,66hayvUbTotekKU3H4ta1f,Upbeat,0.0,2.0
437,89,Skrillex and Diplo present Jack Ü,Jack Ü,EDM,To Ü (feat. AlunaGeorge),0.134,0.485,237000,0.9279999999999999,2.9199999999999998e-05,10,0.217,-3.451,0,0.445,160.165,4,0.348,,3UgSQu6WwrXfKKDq019IHE,,,
438,90,Shelter,Porter Robinson,EDM,Shelter,0.00293,0.276,218965,0.7959999999999999,0.0,0,0.184,-4.499,1,0.0579,199.52599999999998,4,0.26,,3ISYGHoYnu4gos6JNMfL4z,,,
439,91,Joytime,Marshmello,EDM,Summer,0.00695,0.583,233239,0.748,0.0241,6,0.22,-4.798,1,0.0292,142.029,4,0.254,Other,1Hk0QRlUFCHYG6zIvUh0Xd,,,
440,92,Weight in Gold (The Remixes),Gallant,EDM,Weight in Gold - Ekali Remix,0.307,0.45799999999999996,199714,0.579,0.0,2,0.159,-4.513,0,0.218,131.917,4,0.195,,4mRpWePw7B8ePqfP7aMD7S,,,
441,93,All We Know,The Chainsmokers,EDM,All We Know,0.09699999999999999,0.662,194080,0.586,0.0027199999999999998,0,0.115,-8.821,1,0.0307,90.0,4,0.29600000000000004,Yearning,2rizacJSyD9S1IQUxUxnsK,Yearning,0.0,-1.0
442,94,Ashes,Sound Remedy,EDM,Spirals (feat. King Deco),0.0194,0.22899999999999998,361500,0.557,1.7e-06,1,0.185,-5.507000000000001,1,0.0363,135.029,4,0.0564,Excited,6XtSFFAy65MocQiaHMj2bp,Excited,2.0,2.0
443,95,My Way,Calvin Harris,EDM,My Way,0.0935,0.8190000000000001,219160,0.9129999999999999,3.72e-05,4,0.161,-3.0589999999999997,0,0.0427,119.98899999999999,4,0.536,Fiery,1vvNmPOiUuyCbgWmtc6yfm,Fiery,1.0,0.0
444,96,Adventure (Deluxe),Madeon,EDM,You're On,0.0227,0.49,192720,0.914,0.0,10,0.7929999999999999,-3.202,1,0.16699999999999998,100.1,4,0.24100000000000002,Excited,4PTPZeJlK1rYlYr6bf11hk,Excited,2.0,2.0
445,97,Adventure (Deluxe),Madeon,EDM,Pay No Mind,0.00592,0.546,249440,0.852,0.0,1,0.159,-2.445,1,0.102,112.18299999999999,4,0.5579999999999999,Excited,3rsq3qtqNBId48c0IVraTS,Excited,2.0,2.0
446,98,"Blood, Sweat & 3 Years",Cash Cash,EDM,Hero (feat. Christina Perri),0.0627,0.47,197840,0.85,0.0,1,0.11800000000000001,-2.825,0,0.0363,149.876,4,0.14800000000000002,,0jPU39bL0SrCmYc1RwbFkX,,,
447,99,Broken,Tritonal,EDM,Broken,0.00836,0.591,207273,0.652,1.5e-06,7,0.222,-7.347,1,0.0339,110.006,4,0.231,Brooding,3NpncOG0HgkKbMAF8DTCma,Brooding,1.0,-2.0
