,Unnamed: 0,album,artist,genre,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,mood,track_id,index,energy_level,positivity_level
269,39,Texoma Shore,Blake Shelton,Country,I Lived It,0.47600000000000003,0.557,219600,0.5710000000000001,0.00114,10,0.10099999999999999,-8.106,1,0.0281,80.98100000000001,4,0.392,Empowering,5slddJ629YcePvqD6Uyk8r,Empowering,0.0,1.0
270,40,Coming Home,Keith Urban,Country,Coming Home,0.204,0.384,214728,0.705,4.66e-06,4,0.0686,-6.949,1,0.243,89.572,4,0.522,Yearning,7qLE35vc5XvUVrm8Kg9Vmx,Yearning,0.0,-1.0
271,41,Kane Brown (Deluxe Edition),Kane Brown,Country,Heaven,0.263,0.677,179507,0.556,0.0,9,0.105,-6.544,1,0.0306,80.009,4,0.521,,1HXy5I3HTWq8OvxCn0z7G7,,,
272,42,Current Mood,Dustin Lynch,Country,I'd Be Jealous Too,0.0896,0.716,185707,0.718,0.0,0,0.473,-5.355,1,0.0293,100.934,4,0.537,Empowering,7rdK9NSJIRBZAiXC0vuBS9,Empowering,0.0,1.0
273,43,Heart Break,Lady Antebellum,Country,Heart Break,0.0486,0.512,188293,0.88,1.4499999999999998e-05,2,0.313,-5.47,1,0.0369,167.979,4,0.696,Upbeat,3YZ5TNGA10oTLaADq4zuNV,Upbeat,0.0,2.0
274,44,Written in the Sand,Old Dominion,Country,Written in the Sand,0.593,0.725,184080,0.43700000000000006,0.0,6,0.0842,-9.602,1,0.0575,83.985,4,0.759,,6usHXaTn54uwwozmH00d3X,,,
275,45,Tequila,Dan + Shay,Country,Tequila,0.0292,0.474,195987,0.594,0.0,11,0.133,-5.756,1,0.0289,86.131,4,0.503,Sophisticated,7Il2yWQmsqKgSkLQvHTPUI,Sophisticated,-1.0,0.0
276,46,Life Changes,Thomas Rhett,Country,Marry Me,0.113,0.588,205453,0.408,0.0,3,0.13,-8.662,1,0.0237,85.008,4,0.484,Empowering,0OWZFobGSIW9GrSlQ9C5pc,Empowering,0.0,1.0
277,48,Mitchell Tenpenny - EP,Mitchell Tenpenny,Country,Drunk Me,0.201,0.386,213024,0.799,0.0,2,0.10300000000000001,-3.7889999999999997,1,0.0555,86.333,4,0.391,Yearning,3N2AIfVOq6NiTcWHIP4Oco,Yearning,0.0,-1.0
278,49,Unapologetically,Kelsea Ballerini,Country,I Hate Love Songs,0.252,0.384,191187,0.446,0.0,11,0.185,-7.807,1,0.0299,180.18099999999998,3,0.39899999999999997,Empowering,4Bzs0eTQVVJxBSz4ljzics,Empowering,0.0,1.0
279,50,Singles You Up,Jordan Davis,Country,Singles You Up,0.0441,0.489,182693,0.9,0.0,7,0.247,-3.563,1,0.0488,200.054,4,0.611,Excited,3IPkbTA8KkdDXyWtGkfFXa,Excited,2.0,2.0
280,51,Take Back Home Girl (Feat. Tori Kelly),Chris Lane,Country,Take Back Home Girl (Feat. Tori Kelly),0.368,0.494,211427,0.78,0.0,11,0.0921,-3.825,1,0.064,159.708,4,0.664,,2gVBXeTjwL0ZEh9gjsQjk0,,,
281,52,Get Along,Kenny Chesney,Country,Get Along,0.0997,0.602,199627,0.805,0.0,7,0.172,-6.079,1,0.0473,92.40100000000001,4,0.322,,2ZFrEp20VO25BXYhMxh0GW,,,
282,53,Josh Mirenda,Josh Mirenda,Country,I Got You,0.081,0.49,170440,0.88,0.0,7,0.10300000000000001,-5.185,1,0.0731,91.93,4,0.493,,1dbRZljBhUrIFrpLTXOXqq,,,
283,54,California Sunrise,Jon Pardi,Country,She Ain't In It,0.12300000000000001,0.56,198467,0.679,2.46e-05,5,0.22399999999999998,-4.527,1,0.0236,92.928,4,0.622,Yearning,1Be8liECvEP5NYZjYvukbI,Yearning,0.0,-1.0
284,55,What Makes You Country,Luke Bryan,Country,Most People Are Good,0.174,0.5820000000000001,221801,0.728,0.0,8,0.139,-6.151,1,0.0292,150.013,4,0.537,Empowering,79LAFAkR1ATb4iIQvZuCL0,Empowering,0.0,1.0
285,0,The Gap of Dreams,Altan,Acoustic,Port Alex,0.86,0.606,142252,0.23199999999999998,0.812,7,0.11699999999999999,-18.124000000000002,1,0.0929,177.822,4,0.6409999999999999,,5OPoGFel9ubOb09aQT55yw,,,
286,1,Don't Let Me Down,Joy Williams,Acoustic,Don't Let Me Down (Instrumental),0.9940000000000001,0.7020000000000001,180419,0.0466,0.97,11,0.091,-22.9,1,0.0676,132.039,4,0.132,Sentimental,18RRTF9SbEOM9h3aoMKeNc,Sentimental,-2.0,0.0
287,2,"Bob Marley: No Woman, No Cry (Arr. Cello)",Sheku Kanneh-Mason,Acoustic,"No Woman, No Cry (Arr. Cello)",0.98,0.285,146019,0.0227,0.146,2,0.11699999999999999,-27.430999999999997,1,0.0556,79.85600000000001,4,0.20600000000000002,Romantic,1JUkO4vVk4LcvwP9sWBBRM,Romantic,-1.0,1.0
288,3,Spotify Singles,Lindsey Stirling,Acoustic,7 Years (Acoustic) - Recorded at Spotify Studios Nyc,0.736,0.366,147427,0.493,0.00045700000000000005,10,0.106,-7.414,1,0.0503,116.031,4,0.306,Sensual,1VK5JYdgrJZENDl1taa2cS,Sensual,0.0,0.0
289,4,Young Folks,City of the Sun,Acoustic,Young Folks,0.7959999999999999,0.731,284286,0.48200000000000004,0.945,0,0.0788,-10.770999999999999,1,0.0291,125.999,4,0.225,Urgent,2R5k6cUbYlhJfZGO1erVMV,Urgent,1.0,-1.0
290,5,Blossom,Alan Gogoll,Acoustic,Chime,0.516,0.55,106286,0.327,0.8190000000000001,1,0.115,-22.131,1,0.0441,121.806,4,0.713,,3Zb3SXZdtyNA0Cdq0DWLeC,,,
291,6,Shake It Off: Instrumental Guitar Covers of Pop Hits,Steve Petrunak,Acoustic,Chandelier (Instrumental Version),0.9590000000000001,0.375,213109,0.414,0.898,1,0.102,-7.26,1,0.0476,84.79299999999999,4,0.376,Romantic,1HVLmKLkPyFbfO4IyLksG7,Romantic,-1.0,1.0
292,7,Acoustic Chart Hits On Guitar (A Smooth Session),The Man on Guitar,Acoustic,Am I Wrong - Acoustic Guitar Version,0.672,0.828,183967,0.37200000000000005,0.877,1,0.109,-10.967,0,0.0909,121.027,4,0.569,Peaceful,4DQPbY5zjuRKDndrswinwP,Peaceful,-2.0,2.0
293,8,Aetherlight (Instrumental Version),Mt. Wolf,Acoustic,Tucana - Instrumental,0.6559999999999999,0.648,156360,0.39899999999999997,0.7979999999999999,4,0.0901,-13.197000000000001,1,0.0418,84.064,4,0.151,Melancholy,31W8L9o3Tr4c2QdIwQ98Wz,Melancholy,-2.0,-1.0
294,9,Current Pop Hits: Instrumental Versions,The O'Neill Brothers Group,Acoustic,Little Talks (Instrumental Version),0.9209999999999999,0.705,217417,0.258,0.943,1,0.127,-11.161,1,0.0363,101.96700000000001,4,0.239,Easygoing,6BkxPaEx2a10JGV4364hCh,Easygoing,-1.0,2.0
295,10,Acoustic Chart Hits On Guitar (A Smooth Session),The Man on Guitar,Acoustic,Rather Be - Acoustic Guitar Version,0.812,0.79,230000,0.569,0.899,8,0.0975,-6.117000000000001,0,0.0554,122.04,4,0.435,Peaceful,5m9DeYXRRC7w6sWJdZ6qz7,Peaceful,-2.0,2.0
296,11,"Wake Me Up When Its All Over (AVICII, Aloe Blacc, Rihanna, Avicci Covers)",Gavin Mikhail,Acoustic,Stay (Instrumental),0.995,0.6709999999999999,242473,0.46,0.951,9,0.129,-13.887,0,0.0489,112.00299999999999,4,0.775,,2WbkiKZxUoXd3ByUrUaRZo,,,
297,12,"Piano Covers, Vol 6: Starboy",Niko Kotoulas,Acoustic,Starboy,0.9570000000000001,0.257,252187,0.474,0.856,9,0.125,-10.698,0,0.0352,93.589,4,0.24100000000000002,,6waC3wIDE2P3iS14uHzdp5,,,
298,13,Apologize an Acoustic Tribute to One Republic,Will Taylor and Strings Attached,Acoustic,Apologize an Acoustic Tribute to One Republic,0.922,0.478,170630,0.29600000000000004,0.8540000000000001,9,0.11199999999999999,-14.341,0,0.0513,135.31799999999998,4,0.253,Sensual,0fP8S6WD9NBX3KzGJpLfkC,Sensual,0.0,0.0
299,14,Current Pop Hits: Instrumental Versions,The O'Neill Brothers Group,Acoustic,Young & Beautiful (Instrumental Version),0.987,0.49700000000000005,223478,0.174,0.917,11,0.147,-14.468,0,0.0332,115.485,4,0.128,Melancholy,1ZqYhYRDzSuuIypKZXaFZT,Melancholy,-2.0,-1.0
300,15,Skinny Love,David Fischbein,Acoustic,Skinny Love,0.9890000000000001,0.505,253567,0.028999999999999998,0.895,6,0.0989,-22.933000000000003,1,0.040999999999999995,66.014,4,0.114,Excited,2qhsUyXlhgQUfFNSR6ayuS,Excited,2.0,2.0
301,16,Let Her Go,David Fischbein,Acoustic,Let Her Go,0.9890000000000001,0.257,192727,0.0317,0.9440000000000001,8,0.16,-23.03,1,0.0424,205.50599999999997,4,0.268,Somber,2fIVdzd4JW4HnwzqrvCysf,Somber,-2.0,-2.0
302,17,Zoukelele,Jon Sanders,Acoustic,Wolf Whistle (feat. Dave Alley & Dave Khan),0.895,0.746,243960,0.126,0.42700000000000005,7,0.0947,-13.982000000000001,1,0.0488,106.825,4,0.44799999999999995,,35BrErF6VAIne3YqPfyvDh,,,
303,18,Novö Piano,Maxence Cyrin,Acoustic,Crazy in Love,0.937,0.233,232160,0.3,0.8959999999999999,2,0.105,-15.242,0,0.035,170.81599999999997,4,0.034,Somber,6fh2YS29IrmW1yCHMlTDTM,Somber,-2.0,-2.0
304,19,I Will Wait For You (Mumford & Sons Covers),Gavin Mikhail,Acoustic,I Will Wait (Instrumental),0.973,0.43799999999999994,275628,0.52,0.88,1,0.115,-9.908,1,0.0412,133.03799999999998,4,0.192,,6ku8wWIPgkVW21HSQk6tjH,,,
305,20,"The Collection, Volume 4",David Sides,Acoustic,Chasing Cars,0.9890000000000001,0.526,272363,0.24600000000000002,0.9009999999999999,9,0.0972,-23.915,1,0.0436,99.977,4,0.191,Peaceful,4rY9mVRJWkb1zi7poObces,Peaceful,-2.0,2.0
306,21,Shake It Off: Instrumental Guitar Covers of Pop Hits,Steve Petrunak,Acoustic,Rude (Instrumental Version),0.9420000000000001,0.7170000000000001,221751,0.518,0.85,1,0.139,-6.539,1,0.0447,143.779,4,0.627,Easygoing,3MRrI9xd9mkxLFWCFcwmAb,Easygoing,-1.0,2.0
307,22,"The Collection, Volume 4",David Sides,Acoustic,Viva La Vida,0.9590000000000001,0.657,244020,0.32299999999999995,0.7759999999999999,5,0.11,-17.188,0,0.0453,137.0,4,0.301,Melancholy,0EF2bRraxKDVqEDSg7OKYJ,Melancholy,-2.0,-1.0
308,23,Shake It Off: Instrumental Guitar Covers of Pop Hits,Steve Petrunak,Acoustic,Maps (Instrumental Version),0.981,0.736,190573,0.534,0.866,1,0.198,-7.926,0,0.0705,119.95,4,0.696,Melancholy,3CK264UGtEvPpbvVEadVIP,Melancholy,-2.0,-1.0
309,24,Westworld: Season 1 (Selections from the HBO® Series),Ramin Djawadi,Acoustic,No Surprises,0.9390000000000001,0.753,242520,0.327,0.8220000000000001,5,0.0829,-14.524000000000001,1,0.0672,139.987,4,0.552,Sentimental,2EqLuzLRumAUy1A90UV2rz,Sentimental,-2.0,0.0
310,25,"Piano Covers, Vol. 4",The Theorist,Acoustic,Hotline Bling (Piano Arrangement),0.98,0.425,232229,0.226,0.915,5,0.0961,-16.979,1,0.0412,125.398,4,0.0663,,7hrWRhCCAE7kBfVBkXLEdT,,,
311,26,Shake It Off: Instrumental Guitar Covers of Pop Hits,Steve Petrunak,Acoustic,Cool Kids (Instrumental Version),0.909,0.7609999999999999,242505,0.469,0.8640000000000001,8,0.13,-7.6739999999999995,1,0.0558,130.076,4,0.5539999999999999,Easygoing,3AEV3hR5adfBog5CLhsWVS,Easygoing,-1.0,2.0
312,27,Finest Selection of Acoustic Guitar Hits,The Man on Guitar,Acoustic,Prayer in C - Acoustic Guitar Version,0.128,0.8859999999999999,203522,0.43,0.879,0,0.0604,-12.155999999999999,1,0.11800000000000001,122.999,4,0.37799999999999995,Sensual,0ATgOdkIvNNgpTnZJQp4Ck,Sensual,0.0,0.0
313,28,Deadeye,The Ballroom Thieves,Acoustic,La Mer Peu Profonde,0.833,0.5429999999999999,60387,0.14800000000000002,0.8809999999999999,5,0.11,-17.457,1,0.0693,134.084,4,0.42100000000000004,Melancholy,0qlwfXNM5YTxYzLMtZuTym,Melancholy,-2.0,-1.0
314,29,"Wake Me Up When Its All Over (AVICII, Aloe Blacc, Rihanna, Avicci Covers)",Gavin Mikhail,Acoustic,Wake Me Up (Instrumental),0.983,0.256,260551,0.395,0.872,8,0.174,-12.036,1,0.054000000000000006,178.171,3,0.151,,6JIViGhL0pnDwDNlWqUmyz,,,
315,30,Game of Thrones Medley,2Cellos,Acoustic,Game of Thrones Medley,0.934,0.11900000000000001,304227,0.594,0.91,5,0.105,-9.736,0,0.0565,84.566,4,0.147,,0LLK7yaku9bb3QAuf3py93,,,
316,31,The Guitar Covers,Ely Jaffe,Acoustic,Coming Home,0.32299999999999995,0.537,167868,0.514,0.000113,11,0.0869,-6.247000000000001,0,0.0524,136.545,4,0.462,,4uEWUbAmN8CY8GwGEfVFTv,,,
317,32,Shake It Off: Instrumental Guitar Covers of Pop Hits,Steve Petrunak,Acoustic,Habits (Stay High) [Instrumental Version],0.9109999999999999,0.738,209925,0.547,0.89,5,0.11199999999999999,-8.592,1,0.0468,110.015,4,0.22,Sentimental,16MH7WjEbCNGzH9PrIMgfi,Sentimental,-2.0,0.0
318,33,Ukulele Surf Style (Acoustic Style Covers),The Smooth Day Sessions,Acoustic,The Lazy Song,0.799,0.7120000000000001,192836,0.48100000000000004,0.83,11,0.0835,-12.395999999999999,1,0.0938,174.96099999999998,4,0.747,Easygoing,2QI0djAPzksbQQiQZH5vqU,Easygoing,-1.0,2.0
319,34,Wrecking Ball,Bernard Dubicki,Acoustic,Wrecking Ball,0.993,0.401,260576,0.0652,0.917,9,0.10300000000000001,-22.219,1,0.0476,199.585,4,0.157,Defiant,602bRvSIzuRyPUllVvhwUA,Defiant,2.0,-1.0
320,35,All of Me (Piano Cover),Ellen Courtois,Acoustic,All of Me,0.968,0.603,234543,0.0945,0.927,5,0.114,-19.221,1,0.0366,71.972,5,0.0727,Sentimental,6p711pj5pLIa6mVJrk2PAx,Sentimental,-2.0,0.0
321,36,Current Pop Hits: Instrumental Versions,The O'Neill Brothers Group,Acoustic,When I Was Your Man (Instrumental Version),0.846,0.569,210860,0.21100000000000002,0.8909999999999999,7,0.107,-13.589,1,0.0316,147.865,4,0.175,Melancholy,3zk7fxSrDMzWGtp5Mh7k2J,Melancholy,-2.0,-1.0
322,37,Current Pop Hits: Instrumental Versions,The O'Neill Brothers Group,Acoustic,Little Lion Man (Instrumental Version),0.501,0.532,211952,0.415,0.922,5,0.105,-14.672,1,0.0296,141.827,4,0.266,Gritty,3UUmzrGEeNZoffRWu7gKrJ,Gritty,-1.0,-2.0
323,38,Guitar Classics,The Man on Guitar,Acoustic,Californication - Acoustic Guitar Cover,0.927,0.642,206234,0.281,0.87,9,0.0952,-12.216,0,0.0569,171.88299999999998,4,0.275,Melancholy,31KYw8j2NCgeDaTWrlTm0D,Melancholy,-2.0,-1.0
324,39,Missile Bell {part 2 - the studio cd},Trace Bundy,Acoustic,Sweet Child O' Mine,0.792,0.657,264720,0.39899999999999997,0.9129999999999999,7,0.151,-11.974,1,0.0407,113.973,4,0.726,,1OyrFYSp3fnpXakgTz4yxw,,,
325,40,The Piano Guys,The Piano Guys,Acoustic,A Thousand Years,0.9890000000000001,0.23,275973,0.217,0.892,10,0.0844,-13.464,1,0.0386,157.084,3,0.156,Romantic,0E0xI4AgMNU7UkwBt3FCVN,Romantic,-1.0,1.0
326,41,Instrumental Versions of New Pop Hits,Instrumental Pop Players,Acoustic,I'm Yours,0.498,0.557,249130,0.441,0.797,11,0.141,-8.27,1,0.0393,154.115,4,0.37,,17ByZJPIM4RoKxeWbKtltD,,,
327,42,Westworld: Season 1 (Selections from the HBO® Series),Ramin Djawadi,Acoustic,Black Hole Sun,0.985,0.759,148760,0.253,0.887,5,0.11199999999999999,-15.709000000000001,0,0.0507,98.984,4,0.266,Stirring,7Ap7h823EAc1GBj6JKHBEK,Stirring,1.0,1.0
328,43,Acoustic Guitar Plays New Pop Music: She Will Be Loved,Acoustic Guitar Tribute Players,Acoustic,"Hey, Soul Sister",0.7609999999999999,0.654,216921,0.593,0.883,4,0.0843,-6.529,1,0.0482,97.006,4,0.483,Easygoing,0oqAf7pxrRFIj9hlebCRAQ,Easygoing,-1.0,2.0
329,44,Music,David Garrett,Acoustic,Cry Me A River,0.542,0.57,195784,0.486,0.588,8,0.11599999999999999,-9.283,0,0.0474,76.968,4,0.6559999999999999,Sophisticated,4qEPcXwif4thULut32oPqK,Sophisticated,-1.0,0.0
330,45,You Found Me - Instrumental Pop Songs,Instrumental Pop Songs,Acoustic,Use Somebody,0.887,0.75,232548,0.31,0.907,5,0.128,-12.534,1,0.0658,133.921,4,0.218,Empowering,6Ku0bY5NhoSq9kU1fYz8BH,Empowering,0.0,1.0
331,46,"On the Voice of Guitar, Vol. II",Ely Jaffe,Acoustic,Skyfall,0.522,0.531,205411,0.424,0.8909999999999999,0,0.158,-4.393,0,0.0303,76.072,4,0.0919,,31J06ok5AORJFFF3xDVste,,,
332,47,All Of Me,Alison Sparrow,Acoustic,All Of Me Violin Cover,0.904,0.491,281428,0.239,2.33e-05,8,0.0823,-13.648,1,0.0352,125.865,4,0.198,,2vcvckOg239y6j18Ei3JV0,,,
333,48,3/4 AD,Davy Graham,Acoustic,Angi,0.961,0.475,147067,0.0703,0.8909999999999999,0,0.13,-22.699,0,0.0465,153.597,4,0.49700000000000005,Gritty,2wxpgRChMOPsE9lebeEzMj,Gritty,-1.0,-2.0
334,49,Current Pop Hits: Instrumental Versions,The O'Neill Brothers Group,Acoustic,Stay (Instrumental Version),0.436,0.7959999999999999,215719,0.415,0.797,9,0.10800000000000001,-13.755,0,0.0508,120.999,4,0.5720000000000001,Sensual,7MfTO5QDPGGWD846Ar0Sva,Sensual,0.0,0.0
335,50,Spectrum (Say My Name) (Florence + The Machine Cover),Gavin Mikhail,Acoustic,The A Team (Angels To Fly) (Instrumental),0.986,0.5539999999999999,291424,0.312,0.927,8,0.11199999999999999,-16.227,1,0.0477,78.998,4,0.16899999999999998,Tender,5EufMaUYHnFgnNE3C2wLd0,Tender,-2.0,1.0
336,51,Rock Symphonies,David Garrett,Acoustic,Smells Like Teen Spirit,0.145,0.49,247600,0.87,0.9309999999999999,4,0.10300000000000001,-5.505,0,0.057999999999999996,116.01299999999999,4,0.184,Brooding,3FT92lQ7y5LzT2QOlhuwTg,Brooding,1.0,-2.0
337,52,All We Are Saying...,Bill Frisell,Acoustic,Beautiful Boy,0.17300000000000001,0.517,207987,0.493,0.541,2,0.107,-8.917,1,0.027999999999999997,120.882,4,0.366,Empowering,61gyeuR4ESBZqktbqsJhDt,Empowering,0.0,1.0
338,53,"Skinny Love (Birdy / Bon Iver Covers, Etc)",Gavin Mikhail,Acoustic,Skinny Love (Instrumental),0.983,0.7170000000000001,239940,0.0765,0.9329999999999999,11,0.141,-12.299000000000001,1,0.0651,132.076,4,0.107,Sentimental,4qJYasnpFJQSIQl555fs7p,Sentimental,-2.0,0.0
339,54,Finding My Way,Trevor Gordon Hall,Acoustic,Come Together,0.024,0.685,338560,0.608,0.838,4,0.0815,-7.36,1,0.0627,168.36700000000002,4,0.606,Urgent,0pMBUD69Fl5Yxa9X9oV3qc,Urgent,1.0,-1.0
340,55,Legs to Make us Longer,Kaki King,Acoustic,Neanderthal,0.87,0.237,268040,0.317,0.9390000000000001,6,0.11,-15.322000000000001,1,0.0391,111.31200000000001,4,0.204,Peaceful,6dLkbgtwhk5vzSLhbRlW8A,Peaceful,-2.0,2.0
341,56,More Beatles,Stephen Bennett,Acoustic,Across the Universe,0.9490000000000001,0.747,239960,0.16699999999999998,0.8240000000000001,1,0.10800000000000001,-16.378,1,0.0656,77.926,4,0.107,Peaceful,5JeB0aWdpAZr5fR2cgHc5w,Peaceful,-2.0,2.0
342,57,All We Are Saying...,Bill Frisell,Acoustic,In My Life,0.609,0.42700000000000005,245227,0.266,0.43799999999999994,9,0.0982,-12.725999999999999,1,0.0302,79.777,4,0.141,Peaceful,1Aod0worDm2ctoIbiLMmLp,Peaceful,-2.0,2.0
343,58,Beatles Acoustic Guitar Solos,Stephen Bennett,Acoustic,Hey Jude,0.904,0.252,207347,0.262,0.934,5,0.0902,-14.57,1,0.0362,182.482,4,0.499,Easygoing,220cgqZrOmpWb4QGLrwmTR,Easygoing,-1.0,2.0
344,59,Teenager's Guide To Classical Music,St. Martin's Symphony Of Los Angeles,Acoustic,You Found Me (made famous by The Fray ),0.9079999999999999,0.18100000000000002,241974,0.38299999999999995,0.929,8,0.125,-10.335,0,0.0334,75.994,4,0.24100000000000002,,0IPl0wpJXJTBFKgYnNxEFT,,,
345,60,Acoustic Guitar Hits: Selected Pop Pearls,Dieter Max,Acoustic,Blackbird (Arr. for Classical Guitar),0.9520000000000001,0.272,133659,0.18,0.912,7,0.115,-17.314,1,0.0368,101.115,4,0.289,Melancholy,3AvE9LrlIkqtH32RKm5DwE,Melancholy,-2.0,-1.0
346,61,Wonders,The Piano Guys,Acoustic,Let It Go,0.809,0.602,241840,0.667,0.892,8,0.109,-7.55,1,0.0317,140.03799999999998,4,0.489,Sentimental,1wpyVNJcutD5uYyjDreWaW,Sentimental,-2.0,0.0
347,62,All We Are Saying...,Bill Frisell,Acoustic,You've Got To Hide Your Love Away,0.45,0.294,310867,0.41600000000000004,0.439,7,0.115,-8.243,1,0.0274,76.472,3,0.20600000000000002,Brooding,5p1p8YYZXlMJAaYEQE2ZZx,Brooding,1.0,-2.0
348,63,Finding My Way,Trevor Gordon Hall,Acoustic,The Long and Winding Road,0.253,0.486,229027,0.359,0.413,4,0.166,-11.556,1,0.0337,134.214,4,0.24100000000000002,Melancholy,41XWMcA73Z3snk9XpzeskX,Melancholy,-2.0,-1.0
349,64,Teenager's Guide To Classical Music,St. Martin's Symphony Of Los Angeles,Acoustic,Love Story (made famous by Taylor Swift ),0.857,0.48,234500,0.396,0.9009999999999999,2,0.114,-8.567,1,0.0319,119.95,4,0.124,,1URUMa7E9Rzd96i7Z9rFRd,,,
350,65,I Will Wait,2Cellos,Acoustic,I Will Wait,0.235,0.363,247413,0.625,0.82,7,0.63,-7.518,1,0.0809,148.967,4,0.209,Romantic,2QYddNy8VSCk1mKP3eDN7H,Romantic,-1.0,1.0
351,0,Joytime,Marshmello,EDM,Show You,7.780000000000001e-05,0.507,177465,0.9690000000000001,0.935,10,0.17300000000000001,-3.6430000000000002,1,0.0395,142.006,4,0.242,Other,1KDX8TC34n6CNryBEEMclR,,,
352,1,Joytime,Marshmello,EDM,Find Me,0.00011999999999999999,0.557,180000,0.889,0.000225,0,0.325,-4.045,1,0.0499,142.015,4,0.17300000000000001,Other,6aWiGv6hPG0o3ri7QHNs8t,,,
353,2,Joytime,Marshmello,EDM,Know Me,0.00635,0.664,206197,0.8440000000000001,0.00285,5,0.542,-5.012,0,0.0405,142.056,4,0.557,Cool,1aS1uzcAC14lduwuNJZjqE,Cool,-1.0,-1.0
354,3,Joytime,Omar LinX,EDM,Keep It Mello (feat. Omar LinX),0.00134,0.6859999999999999,243380,0.888,0.0006889999999999999,1,0.0736,-3.3480000000000003,1,0.0857,142.015,4,0.10800000000000001,Aggressive,0Q3SC6kEhxYagDP3bFe5K9,Aggressive,2.0,-2.0
355,4,SOS,stereoGO,EDM,SOS,0.0045,0.7040000000000001,191000,0.9329999999999999,6.36e-06,6,0.113,-4.186,0,0.14400000000000002,149.924,4,0.447,Sensual,4WCNiW7DJFE6h94q5NPZmZ,Sensual,0.0,0.0
356,5,Be Right There,Diplo,EDM,Be Right There,0.00259,0.695,237051,0.797,0.11199999999999999,7,0.664,-5.199,1,0.0548,124.97200000000001,4,0.297,Energizing,59ZSmCCe6Ao1qtptCqX9Tk,Energizing,2.0,0.0
357,6,Blood For Mercy,Yellow Claw,EDM,In My Room (feat. Ty Dolla $ign & Tyga),0.00193,0.745,168641,0.8690000000000001,0.0,6,0.0799,-4.375,1,0.0444,104.015,4,0.8140000000000001,Romantic,1xQv4unOladJFtLUOy2eb7,Romantic,-1.0,1.0
358,7,Worlds Apart,Seven Lions,EDM,Strangers,0.0134,0.5770000000000001,204213,0.691,3.43e-06,0,0.124,-7.437,0,0.0393,129.984,4,0.507,Excited,2U0pVx4m1Kdm1Gsjjm6iq8,Excited,2.0,2.0
359,9,Until You Were Gone,The Chainsmokers,EDM,Until You Were Gone,0.0541,0.5770000000000001,215625,0.698,0.0,1,0.131,-4.773,1,0.0451,128.061,4,0.324,Excited,12MqM3S0fTvR6X4Jt1Xvn6,Excited,2.0,2.0
360,10,Daydreams,Audien,EDM,Something Better,0.0616,0.561,212619,0.8370000000000001,0.0,2,0.254,-2.563,1,0.0661,126.012,4,0.445,Urgent,33lXq3csEWwYNn6x0sM3Et,Urgent,1.0,-1.0
361,11,Untouchable,Tritonal,EDM,Untouchable,0.0664,0.542,228837,0.795,2.89e-06,7,0.313,-3.1310000000000002,1,0.0379,128.959,4,0.251,Urgent,05dL7chWJaVjMJnGO1YCKk,Urgent,1.0,-1.0
362,12,Leaving You,Audien,EDM,Leaving You,0.0214,0.638,212427,0.74,1.2e-06,9,0.142,-4.928,0,0.0579,128.045,4,0.45399999999999996,Energizing,22qUyTlEvJf6DAlyQjMADe,Energizing,2.0,0.0
363,13,In Return,ODESZA,EDM,All We Need (feat. Shy Girls),0.0041600000000000005,0.644,211200,0.848,0.0168,4,0.0629,-4.952,0,0.0511,99.98899999999999,4,0.28300000000000003,Sensual,5jnp8E61wcoF6qIEtDHQnJ,Sensual,0.0,0.0
364,14,Firestone,Kygo,EDM,Firestone,0.408,0.486,273684,0.652,6.63e-05,11,0.077,-7.226,0,0.052000000000000005,113.055,4,0.391,Sophisticated,2sNvitW3TxiTeC9xT9f2ZZ,Sophisticated,-1.0,0.0
365,15,In Return,ODESZA,EDM,Say My Name (feat. Zyra),0.0041,0.7490000000000001,262957,0.745,0.395,6,0.0748,-7.367000000000001,0,0.0479,115.04799999999999,4,0.34700000000000003,Energizing,1LeItUMezKA1HdCHxYICed,Energizing,2.0,0.0
366,16,Let You Go (Radio Edit),The Chainsmokers,EDM,Let You Go - Radio Edit,0.276,0.59,218973,0.887,0.0,5,0.0798,-2.8510000000000004,1,0.0928,126.029,4,0.258,Energizing,2Mh0jU5IyRTQfpyMnvki5Z,Energizing,2.0,0.0
367,17,Blame (Remixes),Calvin Harris,EDM,Blame - R3HAB Trap Remix,0.0293,0.614,212093,0.9109999999999999,0.00048600000000000005,0,0.135,-4.102,0,0.0443,141.941,4,0.175,,0wRaAh1Km76Blq4qMJjjvN,,,
368,18,Pharmacy,Galantis,EDM,Runaway (U & I),0.007109999999999999,0.506,227074,0.805,0.00193,1,0.0856,-4.119,1,0.0469,126.008,4,0.38299999999999995,Sensual,46lFttIf5hnUZMGvjK0Wxo,Sensual,0.0,0.0
369,19,Often (Kygo Remix),The Weeknd,EDM,Often - Kygo Remix,0.128,0.583,234400,0.484,0.0,7,0.39,-9.863999999999999,0,0.043,80.015,4,0.41200000000000003,Sensual,27NV2KxoQ8WuLMqlTDI61F,Sensual,0.0,0.0
370,20,Middle,DJ Snake,EDM,Middle,0.0175,0.564,220573,0.737,0.0,9,0.054000000000000006,-4.079,1,0.0414,104.764,4,0.21100000000000002,Excited,2bKhIGdMdcqCqQ2ZhSv5nE,Excited,2.0,2.0
